id;description;VIO
862160940488997;Bitte  unterstützt auch Pfarrer Paul Spätling. Er hatte bei einer  Pegida-Kundgebung in Duisburg öffentlich, seine Meinung kundt getan,  worauf ihm Bischof Felix Genn die Predigtbefugnis entzog. https://www.facebook.com/pages/Wir-unterst%C3%BCtzen-Pfarrer-Paul-Sp%C3%A4tling/1581230088755410?pnref=lhc.recent;nothing
1007308999307523;Aufwachen, auf die Straße und aufpassen, dass sich keiner davon macht. Die müssen alle zurück (außer, die die wirklich unsere Hilfe brauchen).;nothing
857839617587796;Jo ist ja auch richtig. Wir sind alle zu ausfallend geworden.;nothing
1065009843537438;Die liste ist noch nicht komplett.  Denn auf Platz eins finden wir einen pegida aktivisten mit einem IQ von nahezu 70;nothing
894923523879405;Der steht in der Öffentlichkeit da sind die like Massen nicht zu werten der vergleich passt schon ganz gut yvonne;nothing
882261505145607;Genau alles richtig gemacht Herr Stöcker !!! Endlich mal einer der sich nicht vor den Asylkarren spannen lässt !!! Es sollten sich noch viele ein Beispiel daran nehmen !!! Weiter so Herr Stöcker, es stehen viele hinter und zu Ihrer Entscheidung !!!;nothing
1035102023194887;Ihr im Osten seit Super,Liebe Grüße aus dem Westen !;nothing
963484777023279;https://jungefreiheit.de/politik/deutschland/2015/polizeigewerkschaft-fordert-wiedereinfuehrung-von-grenzkontrollen/;nothing
972625459442544;Herr Fifka, habe ich dies hier richtig verstanden ?  https://www.youtube.com/watch?v=dtUCxhiP7-c&feature=youtu.be;nothing
951901428181614;Wir holen uns die Terroristen freiwillig ins Land.Auf der einen Seite wollen wir den Terrorismus bekämpfen und auf der anderen holen wir sie hier her.????????;nothing
857421180962973;Ich würde sagen, schafft erstmal Ordnung in eurem Islam. Solang es Attentäter, Kopfabschneider, Taliban und IS gibt, die sich alle auf euren Herren Mohammed und den Koran berufen, solang wird der Islam unglaubwürdig sein. Jedoch könnt nur ihr das selbst intern klären. Ich habe z.B. noch keinen Iman gesehen, der den IS auf Schärfste kritisiert. Statt dessen, so scheint es, schafft ihr nur überall anders Probleme. Übrigens: Reden deine Eltern Deutsch mit dir, wenn ihr hier wohnt?;nothing
982662528438837;Dem Lockruf des Geldes folgen zuerst die Gierigen. Gefolgt von den gewaltätigen Kriminellen und zuletzt von den Hoffnungslosen getriebenen. Und Deutschland läd ein. Merkel hat nun einen weltweiten Bekanntheitsgrad, der wohl kaum zu überbieten ist !;nothing
993986623973094;Frau Merkel wird auch keine Steuern ergeben, sie wird ja nicht mehr lange im Amt sein. Die danach kommen, werden es tun. Die haben ja dann einen Sündenbock;nothing
856769474361477;25000 Toll !;nothing
1010749505630139;"Hans-Peter, Du Sadist willst doch  nur das unsere Soldaten hungern müssen! ;-)";nothing
945459738825783;Blöd oder?;nothing
857341620970929;Frau Merkel äußert sich gegen friedliche Demonstranten aber nicht gegen die Folter der CIA da hat sie Redeverbot.  https://www.youtube.com/watch?v=7klO7aVgLj4;nothing
876336235738134;stehlen, rauben, vergewaltigen, totschlagen, erstechen, verbrennen, drogenhandel, kinderschänden, prostitution, beleidigen, vandalismus. hab ich was vergessen? achja, und unsere kohle kassieren.;nothing
991262284245528;Kein live stream?;nothing
1064050366966719;"da liegt eben der grund für die""nazifizierung"" sachsens, sachsen sind helle!";nothing
857140797657678;Ist vielleicht sein jugendliches Alter oder seine fehlende Erziehung...;nothing
945871895451234;Was soll ich dazu sagen??? Sowas habe ich zu genüge gelesen. Ich wohne in einer kleinen Stadt in Niedersachsen, bei uns bettelt nur der Bürgermeister nach Flüchtlingen wegen dem Geld.  Hier haben wir anfragen in milionen Höhe oder kommen direkt her ohne ein asylantrag.  Unser Bürgermeister ist in den Gebieten der Fürst der Flüchtlinge und macht Werbung. Ps der kommt aus Bayern allerdings;nothing
1010202759018147;Alle Forderungen, die Frau Fensterling an die Regierung stellt, werden wirkungslos verpuffen, wenn nicht gleichzeitig eine Frist zur Realisierung gesetzt wird.;nothing
1105417876163301;ich hab gelesen dresden hat schon 2 was stimmt denn nun?gruß aus stuttgart;nothing
968004846571272;Haben wir gehört.Richtig so.In D leider unmöglich. Seht euch die Coments vonden Antifanten zum Thema Suhl an.Alles gut ,sind nur zu viele in dem Heim.Christen und Moslems trennen dann ist Ruhe.;nothing
1067431556628600;Wir sind doch keine Kulturstürmer und Bücher-Verbrenner. Marx ist auch deutsche Geschichte und hat seine Daseinsberechtigung. Und was in seinem Kapital steht, klingt schlüssig. Wird aber immer wieder an den Menschen scheitern.;nothing
855034601201631;Eure Dummheit;nothing
855031407868617;http://www.focus.de/politik/deutschland/das-volk-ruft-nach-mehr-demokratie-deutliche-mehrheit-fuer-volksentscheide-auf-bundesebene-_aid_1160857.html   Das  wichtigste ist, sich nicht spalten zulassen so wie Du es auch bei  dem  Link siehst, alle wollen eigentlich das Gleiche ob nun Links oder  Rechts bekämpfen sich aber untereinander   http://de.wikipedia.org/wiki/Divide_et_impera redet miteinander hört mit dem Hass auf ! https://www.youtube.com/watch?v=cyore4K7BjY;nothing
1096223367082752;MAN sollte mal wieder paar große dunkle planen LKWs bauen und dann bringt man sie eben heim....also bis ans meer.....dann ein paar schwimmflügel und gute reise.....;support
945827922122298;Ausgerechnet in München^^;nothing
1007288302642926;Nach Guantanamo für ein  Weekend :);nothing
1010735048964918;Schwule Soldaten?? Das wollen wir beide nicht... (y);nothing
858371820867909;Hahahahahahaha.;nothing
856747354363689;In Deutschland wären sie mir noch lieber, aber immerhin^^;nothing
857054664332958;"Danke für alles Lutz Bachmann 
Wir sind das Volk 
Lang lebe PEGIDA und nie nie wieder Antifa niemehr";nothing
855009284537496;Wurde ja auch mal Zeit mit eurer Ankündigung,hatte schon Entzugserscheinung :-);nothing
882215955150162;Unglaublich ! Frauen und Kinder im Stich lassen und selber den Arsch retten statt im eigenen Land die Probleme anzugehen.;nothing
1067345349970554;So unähnlich sind sich Marx und Merkel gar nicht. Der eine wollte die Diktatur des Proletariats, die andere die Willkommensdiktatur. Es sollte uns ein Trost sein dass ersteres voll in die Hose gegangen ist. Ergo...;nothing
882035785168179;Der Herr Mürwitz ist einfach nur ein Troll. Einfach links liegen lassen .;nothing
861983447173413;Hoffentlich geht's Montag wirklich wieder los. Wir waren viel zu lange weg!;nothing
1007228959315527;Eine helle Kappe ist er...ich wußte es;nothing
856977741007317;"Muslime finden Schweine und Hunde unsauber? Was essen die.denn dann?. ;-)";nothing
856904327681325;Das ist das Land der Vollidioten...;nothing
856809167690841;Toll. 20000-25000 menschen demonstrieren gegen die islam und das system. Der politik kann es nicht negieren.;nothing
1043731752331914;https://www.facebook.com/Anonymous.Kollektiv/videos/1033351730044620/;nothing
1063652380339851;Erschreckend ist Baden-Württemberg, diese Land war immer stark bei der Bildung. Was nur 5 Jahre Grün-Rot anrichten können! Diese Parteien kann man einfach nicht regieren lassen, Gott sei dank werden solche Koalitionen durch den Aufstieg der AfD in der Zukunft so gut wie unmöglich.;nothing
861975360507555;In münchen waren 1000 bagida gg 450-500 SA-ntifas;nothing
855051451199946;Pass auf! Hier ist nur Deutsch erlaubt!;nothing
876346302403794;Ich als Ausländerfreund habe die Schnauze von Moslems voll. Alle anderen sind mir herzlich willkommen!;nothing
856859501019141;Eine Deutsche am Abgrund der deutschen Gesellschaft!' Wo ist deine Burka??????;nothing
1007262185978871;Was habt ihr denn alle? Die AntiFa sind doch soooo lieb! Das sind die Guten! Ihr bringt da was durcheinander!;nothing
1010746792297077;"Im Moment können wir Bürger leider auch nicht viel mehr machen als unseren Protest deutlich zu zeigen. 
Diese Frau wurde ja leider erst vor 2 Jahren wiedergewählt und da ist es schwierig sie aus dem Amt zu entfernen. Man kann momentan leider nur auf die Straße gehen, sich Parteien zuwenden von denen man sich besser vertreten fühlt und auf die nächste Wahl hoffen.
Leider ist es in Deutschland sehr schwer den Bundeskanzler abzusetzen, besonders wenn es sich bei der Regierung auch noch um eine grosse Koalition handelt.";nothing
856824241022667;Ja Mit der Riesen Gegendemonstration zusammen;nothing
1058102050894884;"Mein guter das halte ich für ein Gerücht ,das ist muslimische Propaganda lass es bloß dabei es würde dir nicht gefallen wenn ich mit dir über den Islam diskutiere oder über muslime.

Nur so viel am Rande ließ dir einfach mal die islamische Menschenrechtskonvention durch.
Die allgemeine Menschenrechtskonvention haben diese Staaten nämlich nicht unterschrieben.

Mach deine Religion zur Privatsache und schau wie du in diesem Land klar kommst.";nothing
856800941024997;"Pahahahaha....genau 20.000 was für eine Lüge!
Bei RT konnte man den Livestream sehen da waren es vielleicht 6 - 7000 wenns hochkommt!!!
Es hat sich auspegidat";nothing
945369375501486;Der ist echt gut!!??;nothing
858048357566922;Danke ..Ken-Shou Xjahou... Dachte schon es liegt an mir..????;nothing
1055075227864233;und alles sehr gut Ausgebildet im Grapschen;other
1057127680992321;Boh, diese Schweine !  :);nothing
876414105730347;Komisch,ich dachte Pegida sorgt für weniger Tourismus bzw.Touristen doch laut Sachsenspiegel vom 27.2.gab es noch nie so viele Übernachtungen im ach so naziverseuchten rechten sächsischen Ländle.Ob in der Sächsischen Schweiz oder in den großen Städen viele viele Urlauber.Mehr als noch im Jahr 2013/2014...;nothing
1106064222765333;Hat Dresden schon....die Yenitze??  und darin findet ein angenehmer Dialog der Kulturen statt....vorbildlich.;nothing
856746217697136;17.300 laut polizei :);nothing
862011067170651;https://www.youtube.com/watch?v=r_kj00dj2nI;nothing
991272030911220;Bleibt bunt??? Sophie dann frage mal die einstroemenden Islamisten wie die darueber denken. Und als Frau sieht es dann eh sehr schlecht aus deine Meinung dann noch zu auessern. Punkt.;nothing
982725548432535;stimmt könnte auch eine Möglichkeit sein aber das wissen wir echt nicht oje oje;nothing
1012900032081753;Ohh, die jüdischen Mitbürger bekommen Angst vor der Überzahl der Islamischen. Wie das so plötzlich?;nothing
1011313278907095;das liegt daran, das pegida immer mehr zulauf bekommt und die da oben immer mehr angst. bei den nazis war es doch genauso. oarteien oder organisationen wurden verboten, weil das volk zu mächtig werden könnte. in dieser diktatur ist es ebenso und deswegen dürfen wir  uns nicht unterkriegn lassen. wir müssen immer wieder auf die straße.;nothing
1064749710230118;Warum können die Ossis dann alle kein richtiges Deutsch sprechen?;nothing
857312390973852;ähm 17.000;nothing
1064066103631812;Das Berlin auf dem vorletzten Platz ist, wundert mich nicht. Schulsystem und unmotivierte Lehrer tragen den größten Teil dazu bei. Meine Tochter geht in die fünfte Klasse. Sämtliche Schüler haben ein großes Defizit in der deutschen Rechtschreibung. Auf die Frage an die Lehrerin, folgte die Antwort,  das man da ja nichts machen kann und nun die Eltern gefordert sind. Und ich Blödian dachte immer,  der Lehrauftrag liegt in der Schule. Aber das beste ist, das den Willkommensklassen die neueste Ausrüstung zur Verfügung gestellt wird. Neu eingerichtete Klassenzimmer,  Technik und Lehrer.;nothing
1055133174525105;Wir schaffen das gell Angi und Co ?? ??;nothing
991236280914795;Gott sei Dank ist Dresden noch nicht verloren :);nothing
857132390991852;You need more information dude;nothing
1056476214390801;Über diese Bauchtanz Truppe brauch man nicht mehr sprechen!!!;nothing
1095967943774961;so rebellisch wie sie sich auf dem Video verhalten so werden sie auch in Deutschland auftreten, alle wieder zurückschicken, damit wir in Deutschland wieder ruhiger schlafen können;nothing
1070622136309542;http://www.rundschau-online.de/politik/erste-auszaehlungen-in-bad-karlshafen-afd-kommt-auf-22-prozent-23677370;nothing
856757791029312;Jonathan FAke Profil;nothing
856811874357237;"Eure Gegendemos,  samt Möchtegernkünstler werden auch vom Steuerzahler bezahlt und das kommt Viel teurer!
Also erstmal nachdenken, bevor man Blödsinn von sich gibt!";nothing
856923267679431;nein glaube ich nicht, Thomi Neumann. Ich hatte nur gerade Langeweile und wollte denen mal Mathe beibringen. :D. Da sollen ja einige Defizite herrschen. :D :D;nothing
1065203820184707;Man merkt, das die Leser schwinden...;nothing
1065837533454669;Die herrschenden Politiker bedürfen wirklich Nachhilfeunterricht in Sachen Demokratie.;nothing
1123733560998399;Absprachen zwischen den Parteien, Wahlmänner und Wahl frauen die von der Politik bestellt werden! Teile der Politik leben schon in ihrer eigenen Welt und haben jeden Kontakt zur arbeitenden Bevölkerung verloren. Und die wollem und was über Demokratie erzählen. Schlaf einfach weiter.;nothing
862062830498808;http://youtu.be/qQ4iN_4No8E;nothing
1065163046855451;Der wusste sicher nicht um den Wert des Dings. Aber ganz ehrlich, weiß nicht, ob ich einen 10.000 Teuro-Fund zurückbringen würde.....;nothing
858007417571016;Die Guten? Eher die Dummen :D;nothing
1012551238783299;Manche Menschen,  machen andere nieder in dem sie sie dumm,  Androiden oder Drohnen nennen, sie Entmenschlichen um sich selbst intelligenter und Größer zu fühlen. Dabei, merken Sie nicht einmal,  das sie mit ihrem pseudo intellektuellem Geschwafel,  genau das sind,  was sie anderen vorwerfen wollen. Und dafür haben sie nicht mal genug Arsch in der Hose, für ihre Meinung einzustehen und müssen sich verstecken.;nothing
1010861322285624;Ja, warum werden die eigenen bürger hintenan gestellt?;nothing
985351608169929;Livestream für die die nicht dabei sein können?;nothing
856770547694703;Ich wunder mich echt was ist passiert ?;nothing
858253807546377;Kein Multi-Kulit, kein Übersetzer.;nothing
1105902089448213;Ja wacht endlich auf!!!!;nothing
856846934353731;Wir haben leider den direkten Vergleich vom Weihnachtssingen, wo es 17.500 waren. Heute war es deutlich voller - 25.000 kommt hin. Weitermachen Gehirnwäscheopfer.;nothing
856908841014207;Sehr gute Redner heut! Den Menschen wurde quasi aus dem Herzen gesprochen. Klasse weiter so! Und HORST du warst Spitze??;nothing
862007107171047;http://www.politikversagen.de/artikel/dr-alfons-proebstl-55-pegida-wida;nothing
862078220497269;Bespaßen;nothing
857637457608012;Danke für den Hinweis, wir werden ihn uns zu Herzen nehmen.;nothing
857522450952846;Sie wissen das anscheinen besser als ich. Klasse!! Lässt tief blicken. Diffamierer von Beruf oder Hobby?;nothing
945435828828174;"Entschuldige, Franz, zwei Dinge: Erstens weißt du bestimmt, dass eure Aktionen in mein großes Buch kommen und das am Ende überhaupt nicht gut aussehen wird. Zweitens bedeutet der Begriff ""Gnade"" für eure Ohren: Am Ende wird niemandem was passieren. Ihr könnt zwar als Volk gern richten, aber bevor ihr irgendwem ein Leid antun könnt, wird euch der Blitz treffen. Und das meine ich wörtlich. Habt acht. Sonst wäre es ja vollkommen sinnlos, Gnade walten zu lassen.";other
857778284260596;Ärgerlich, die wollen es ja nicht anders, die sind's ja selber schuld.;nothing
885853894786368;Schön das man nur beleidigen kann,es kennt ja dich niemand.;nothing
1010749302296826;Wenn die Argumente ausgehen, wirds krude. Danke für´s Gespräch, Du ach so besorgter Humanist.... Kennst Du meinen Bildungsstand? Nein? Kennst du meine Norm von Realität? nein. Kannst Dich wieder setzen...... Das minderbemittelt kommentier ich jetzt nicht, bist mir zu... na ja.....;nothing
962230430482047;"Es geht nicht um die Strafbarkeit solcher Handlungen. Diese bezweifle ich nicht.  Sondern um Ihre Aussage ""und auch dies wird wieder mal aus der usa heraus forciert ..."" Ich habe in meinem Kommentar hier ganz klar etwas geschrieben ""Die Kampagne hat mitnichten etwas mit einem amerik. Think-Tank zu tun.."" Dies haben Sie geflissentlich nicht zur Kennnis genommen.";nothing
857347067637051;Hahaha, Tommy Du hast Recht. Mir ist das nur rein zufällig vor meinen Augen erschienen. Ich gucke weder Öffentlich-Rechtliche noch andere Lügen-Kacke von Presse, Rundfunk und Fernsehen. Meine Infos beziehe ich lieber woanders. Mir fällt da zu Bild-Zeitung z.B. folgendes ein: Mit der kann man sich noch nicht mal mehr den Allerwertesten abwischen, weil da eh schon so viel Scheiße drinsteht... :D :D;nothing
1010841395620950;Nicht merkel, sondern das system muß weg!!!;nothing
857536067618151;Es will Eich niemand in Frankfurt , warum bleibt ihr nicht weg!;nothing
855209531184138;Hier passiert erst was wenn in Dresden 1 Mio spazieren gehen;nothing
882701035101654;Und du hast vergessen zu sagen sie brauchen auch nicht zu arbeiten. ....;nothing
894865743885183;Das Einwanderer unterm Strich zur Steuerentlastungen führen ist ja Irrelevant.. Ne vernünftige anderslautende Rechnung mal analysiert?;nothing
945835802121510;http://www.krone.at/Oesterreich/Bub_geriet_in_Schusslinie_-_von_Kugel_getroffen-Drama_in_Wien-Story-460983;nothing
876391329065958;"Beim nächsten ""Spaziergang"" sollten wir alle eine Kipa tragen, das wäre mal ein nicht zu übersehendes Zeichen.";nothing
1105402686164820;soll er in syrien bauen  ! zieh leine;nothing
858346714203753;No i am just a concerned citizen of Berlin and i just posted a fact here so;nothing
1010182402353516;Die Christen bei uns laufen auch nicht ständig mit nem Holzkreuz auf dem Buckel rum. Zumindest sollte der Kopflappen in Schulen verboten werden.;nothing
985356234836133;Dresden zeigt wie es geht !!!! wir sind stolz auf Euch , macht weiter so (y);nothing
856828887688869;frag  mich nur wieso die RAF Antifa Deppen hier ihren Senf dazu geben müssen  ... qualifizierte Gespräche finden auf deren Seiten warscheinlich nicht  statt ...;nothing
945832145455209;Familiezussamenführung - zu jedem kommen mindestens 10 aus der Familie ??;nothing
876290565742701;"Erstens hat Deutschland garkeinen Fachkräftemangel , sondern der Wirtschaft mangelt es an Fachkräften die sich für einen Hilfsarbeiter Gehalt beschäftigen lassen wollen. Zum Zweiten , wenn man ab dem 45zigsten Lebensjahr als nicht mehr beschäftigungsfähig erklärt wird , ist kein Wunder wenn die Auswahl geringer wird. Den der Wirtschaft perfekt passenden Mitarbeiter gibt sowieso nicht. Weder hier noch irgendwo anders auf der Welt. 
Pegida ist an garnichts schuld !!! Alles was im Zusammenhang mit Pegida genannt wird ist nicht von Pegida geschaffen worden , Pegida ist keine Partei , nicht in der Regierung , Bundesrat oder Bundestag vertreten. Die die Pegida irgendeine Schuld geben sind doch die eigendlichen Schuldigen. Pegida hat jetzt schon mehr erreicht als irgend eine Partei in Deutschland. Vor über zwangzig Jahren hatten wir schon mal das gleiche Asylproblem und man hat daraus einfach nichts gelernt. Diesmal wird man sich nicht mehr drücken können.
Genug ist genug !!!";nothing
1043891435649279;#RECHTSVERDREHER #LÜGENVERSCHWÖRER #AllesNazis #PEGIDA/STINKT #IchbeherrschediedeutscheSprachenicht,aberhetzegegenAusländer #Keinerhatmichlieb,deswegenhasseichauchalle #PATRIOTISMUS -> AUSGRENZUNG und RASSISMUS!!!!!;nothing
876346152403809;Genau so ist es! Beispiel: Facharbeiter für Schweißtechnik mit gültigen Schweißscheinen in mehreren Verfahren und Berufserfahrung im Maschinen und Rohrleitungsbau. Nur Angebote von Leihfirmen mit max. 12€ Stundenlohn!;nothing
961092740595816;Scheinbar sind keine Kommentare mehr erwünscht!;nothing
1052537564784666;"Leider gibt es in diesem Staat keine Gerechtigkeit und Demokratie mehr !!!!! Der Begriff ""RECHTSSTAAT"" ist die größte Lüge in diesem Land !!! Leider muss sich die Polizei den Interessen dieser korrupten Regierung beugen , und weiterhin Falschmeldung weitergeben damit das Gesindel in Berlin und Brüssel bestätigt fühlt ! Nicht zu vergessen sind die verlogenen Medien !!!!";nothing
982696251768798;Warte mal ab, bis die ersten Asylanträge abgelehnt werden... spätestens dann haben wir hier die Zustände, wie an der ungarischen Grenze.;nothing
857027574335667;"Ach, macht euch nix vor! :D Ich habe euch lieb, meine Mitbürger! ??

Herr Graf, einige Ihrer Beiträge sind sehr interessant. Sie sind sehr schwer zu durchschauen. Manchmal Pro und manchmal Contra. Chapeau! :D";nothing
855515087820249;Ein wundervolles Video. Ich bin so froh, dass es weitergeht :);nothing
876248949080196;Wie schädlich sind Arbeitsagenturen? 95 % die dort sitzen sind überflüssig, die meisten von ihnen sind schlecht ausgebildet! Deshalb sind die Sozialgerichte, auch überlastet.;nothing
1012974465407643;apropos: wo hält sich denn der braune wischmopp aktuell auf, den lutz vor ein paar wochen auf reisen geschickt hat? :D;nothing
862703553768069;Monika, guckst Du auf die Likes wirst Du sehen, daß der Zug abgeht aber nicht abfährt. Sie steigen seit geraumer Zeit wieder an! :-)))))) Aber was mich viel mehr interessiert Monika, was erhoffst Du Dir vom Islam, daß Du so heiß darauf bist? Lauter stattliche junge Männer? Nur die dümmsten Kälber wählen ihre Schlächter selber...;nothing
858041797567578;"aus dem Vereinigten Königreich ....

http://www.frontpagemag.com/2015/dgreenfield/muslim-sex-groomer-was-unaware-uk-didnt-allow-raping-13-year-olds/";nothing
1007137145991375;"Nicht verwunderlich, da dieser ""Außenminister"" zur üblichen Negativ-Auslese ""unserer"" transatlantisch bestallten Nomenklatura gehört.

Man kann davon ausgehen, dass dieser ""gute"" Mann das deutsche Volk nicht nur weiter belügt und betrügt, sondern die Jugend -wie bisher- auch noch auf die Schlachtbank für die Interessen irgendwelcher US-Oligarchen und ihrer obärmlichen Marionette hetzen wird.";nothing
888062004565557;Ich war sehr viel im Ausland. Aber die einzigen, die immer wieder von der deutschen Schuld etc. gelabert hatten, waren deutsche Medien.;nothing
982826281755795;deutschland ist feige, denken sie haben noch schuldigkeit wegen dem 2. wk, aber es kommt bald der 3. wenn wir nicht klare auf humaner ebene grenzen ziehen;nothing
1105411336163955;Ab besten am Hirsch noch besser auf der Schevenstraße;nothing
856798311025260;Wir wissen wieviele wir waren und die Zahlen IMMER runtergespielt wurden/werden!;nothing
1043762332328856;Hashim Rehman oh ein Klugscheißer! Wissen macht Ah! gelle?;nothing
952043621500728;Quatsch. Das sind alles Chemiker. Aspirin wurde doch in Afrika erfunden.??;nothing
876287889076302;Genau, jetzt haben wir den Salat. Die Fachkräfte die lesen können, lesen jetzt, dass das hier doch kein Schlaraffenland ist und überlegen jetzt noch ob Sie die 37 Jahreseinkommen pro Nase an den Schlepper Zahlen wollen.;nothing
1120638777974544;Wir Werden es Auch Bald So wie in Österreich;nothing
945856108786146;"Sarazzin hat schon vor Jahren 
Geschrieben  Deutschland schafft sich ab. Er hat versucht dem Volk die Augen zu öffnen  aber nichts hat sich
Getan. Wir sind auch glaube ich das bequemste Volk keinen interessiert es. Und ehrlich gesagt ist es eh zu spät. Wir sind irgemdwann nur noch die geduldeten in unserem eigenen Land.";nothing
856766231028468;"O-Ton SWR1 gerade in den Nachrichten: „In Dresden haben erneut mehrere Tausend Teilnehmer bei der Pegida demonstriert. Auf dem Schlossplatz haben auch wieder mehrere Tausende Pegidagegner demonstriert“. Kurz danach kam dann: „Rund 15000 Begeisterte verfolgten das Narrentreffen in Ulm, auch in Aalen zählte die Polizei auch hier etwa 15000 Teilnehmer. „  
So zählt unsere Presse, je nachdem wie es reinpasst !  Für wie dumm halten die uns ?  Macht weiter so.";nothing
972181692820254;Was für ein Schwachsinn , nur Linke zündeln um es anderen in die Schuhe zu schieben , umgekehrt wird das nicht gemacht. Nur ein Idiot glaubt das es Rechte selbst waren.;nothing
987831397921950;"100 sind zu Wenig!!! 
Sollten Ruhig 1000 sein!!! 
Dann Hätten Sie Mehr Spaß miteinander!!!";nothing
857824887589269;Ihre Mehrheit hockt vor der Glotze und lässt sich von den Medien verblöden. Verzeihen sie mir, aber sie sind das ideale Beispiel dafür.;nothing
882072505164507;"Andreas, wenn wir sowas nicht aushalten können, können wir auch keine Demokratie ...
Wir lassen uns nicht spalten oder gegeneinander aufhetzen ...";nothing
857586270946464;Warum zeigt ihr euer Gesicht eigentlich nicht .;nothing
882938208411270;Unsere Oberidioten brüllen noch lauthals raus, dass Deutschland sehr sehr REICH ist, und hier Milch u. Honig fließen.;nothing
985372081501215;Langsam rührt sich was ?;nothing
993930010645422;Kein Flüchtlingssoli ? Bis September 2017 vielleicht, aber danach schon.;nothing
882259548479136;KLASSE MANN!;nothing
857996937572064;Da baut sich ein neues Thema auf, Ich schau mal in die Zukunft und seh an die 100tausende dann auf die Straße gehen falls da gezahlt werden würde http://www.spiegel.de/wirtschaft/soziales/griechenland-warum-tsipras-entschaedigung-fuer-die-ns-zeit-fordert-a-1015332.html;nothing
1035568876481535;Hoben, wenn schon, denn schon;nothing
1121592861212469;Ist Boom sicher sollen erstmal Kirchen bei sich bauen lassen. Soviel Dinger an Moschee was es hier in Deutschland  gibt;nothing
1012234442148312;http://www.weihnachtsmarkt-dresden.net/;nothing
856778021027289;Macht euch nen schönen Abend :-);nothing
1007164985988591;Kein Kommentar...;nothing
991239577581132;Hab eben kleines Gespräch mit einem AD gehabt der viel mit Leuten aus den Altbundesländern zu tun hat. Alle ohne Ausnahme am Meckern. Nur wir haben Pegida,  dort sieht es etwas anders aus. Tsja.;nothing
968117816559975;https://www.youtube.com/watch?v=jNAxOZkWZwc;nothing
1057751464263276;Viel zu wenige!;nothing
1056909091014180;Aaaaaaaaahahahaha....... saukomisch...... nee, nicht wirklich.... alles Kasperle Theater...;nothing
945854495452974;oder sehen wir uns in dresden? nächste woche nicht und dann hab ich urlaub.danach können wir gern weiterrreden;nothing
856750134363411;Ihr seid die besten. ??????;nothing
1056512357720520;Ich weis was ich wähle ,die mich schützen. Die mich schätzen usw.;nothing
855048121200279;super Video!!!!;nothing
1095908710447551;Ist so gewollt,von ganz oben.;nothing
951881771516913;Sehr gut. (y);nothing
1111327558905666;1a?? die Änderung noch schnell in ihrem Land verbreiten und wir haben schnellstens wieder Ruhe hier????;nothing
894937640544660;"Was fällt bei Linken und den Islamisten besonders auf?
Der “ausgestreckte belehrende Zeigefinger”.
Ich bitte darauf acht zu geben.

“Darin kommt er zu der bahnbrechenden Erkenntnis, dass Menschen, die im Orient leben, weitaus glücklicher sind als solche in unseren Breiten.”
Gegenfrage:
“Weshalb sinds dann nicht im Orient?”.";nothing
856855657686192;Die meisten sind doch noch nicht mal im Stande, unsere eigenen Leute zu akzeptieren, wenn sie eine andere Meinung vertreten oder an etwas anderes glauben. Da kann man ja nicht erwarten, dass ausländische Religionen akzeptiert werden;nothing
1069102966461459;Links kennt  Kretschmann nur vom Straßenverkehr. Er ist ehe ein grün verwirrter Kleinbürger!;nothing
856992977672460;Über 170 Länder erhalten Geld von der BRD,  also ich bin überzeugt da läßt sich viel Geld einsparen und somit in die eigene Entwicklung stecken, Ausbildung und Fortbildung für Deutsche und nicht irgendwo am Arsch der Welt.  Hilf erst dir selbst bevor du anderen helfen kannst. Eine Weisheit die man verinnerlichen sollte,  besonders in der Politik.  Zum Wohle des deutschen Volkes, betone ich immer wieder wenn nötig!;nothing
1107882885916800;Das was diese roten Zecken anstiften endet böse und kann zu einem ungewollten abgleiten in eine Gewaltspirale führen. Die parallelen dazu sind die Ereignisse ab 1933, verursacht durch die Politik der CDU, SPD und Grünen. Wer wie die Grünen einen Janky wie Beck feiert und hofiert beschleunigt diese Entwicklung.;nothing
858297214208703;"Andi ,man muss aber auch sehen dass viele ... ich nenn sie mal Strippenzieher erst gar keine Strafe bekommen, nicht mal angeklagt werden.... was ich damit sagen will ist, dass es ein größeres Problem ist.
Natürlich find ich's auch scheiße...";nothing
1056926941012395;Klasse Showeinlage! Da bleiben ja noch genug Stimmen für die nächste Merkel-Wahl im Lande ??;nothing
1056486084389814;Die Handlanger des Teufels auch sie werden alt und brauchen Hilfe. Ich hoffe sie kommen zur Pflege in die Hände die sie gnadenlos verraten haben und bekommen ihre gerechte Strafe.;support
1012235262148230;Er hieß schon immer so????;nothing
1105599649478457;bauern sammelt schweinegülle!!!;nothing
1064391633599259;Es gibt zum Glück doch immer noch Bürger die sich nicht alles gefallen lassen und sich wehren. Leider gibt es in Hessen davon zu wenige !;nothing
1067330136638742;Klaus Ehm ---dann müssen wir mit unserer Stimme dafür sorgen, das es nicht so kommt.;nothing
987829054588851;Ja, wenn man dann selber betroffen ist,dann,,,,,,,,,,,,,,,,,,,,,,,,,;nothing
1010754028963020;"? Gerd Stille??? Rodenberg? Ich glaube da haben Sie was falsch verstanden. Soviel ich weiß ist Ralf Sassmann Bürgermeister in Rodenberg.
Gerd Stille, das war doch in den 90ern oder?";nothing
